ID de Licitacion,Institucion Convocante,N de contrato,Titulo de contrato,Categoria,Fecha de firma de contrato,Inicio de Prestacion de Servicios,Empresa,Item Adjudicado,ID del Item,Monto Unitario por Item,Unidad de Medida,Monto total del Item
371555-adquisicion-mobiliarios-escolares-distintas-instituciones-educativas-ciudad-1-1597650714.95494,Municipalidad de Ciudad del Este,LP-30151-20-190419,ADQUISICIÓN DE MOBILIARIOS ESCOLARES PARA DISTINTAS INSTITUCIONES EDUCATIVAS DE LA CIUDAD,Bienes - Muebles y Enseres,2020-07-03T12:00:00-04:00,,MARCOS ANTONIO LOPEZ GARCIA,Silla estándar para profesor,56121502-9999,91500,90,8235000
371555-adquisicion-mobiliarios-escolares-distintas-instituciones-educativas-ciudad-1-1597650714.95494,Municipalidad de Ciudad del Este,LP-30151-20-190419,ADQUISICIÓN DE MOBILIARIOS ESCOLARES PARA DISTINTAS INSTITUCIONES EDUCATIVAS DE LA CIUDAD,Bienes - Muebles y Enseres,2020-07-03T12:00:00-04:00,,MARCOS ANTONIO LOPEZ GARCIA,Sillas para alumnos,56121502-9999,91500,3980,364170000
371555-adquisicion-mobiliarios-escolares-distintas-instituciones-educativas-ciudad-1-1597650714.95494,Municipalidad de Ciudad del Este,LP-30151-20-190419,ADQUISICIÓN DE MOBILIARIOS ESCOLARES PARA DISTINTAS INSTITUCIONES EDUCATIVAS DE LA CIUDAD,Bienes - Muebles y Enseres,2020-07-03T12:00:00-04:00,,MARCOS ANTONIO LOPEZ GARCIA,Mesa pupitre individual para alumno pre-escolar,56121505-9999,110500,805,88952500
371555-adquisicion-mobiliarios-escolares-distintas-instituciones-educativas-ciudad-1-1597650714.95494,Municipalidad de Ciudad del Este,LP-30151-20-190419,ADQUISICIÓN DE MOBILIARIOS ESCOLARES PARA DISTINTAS INSTITUCIONES EDUCATIVAS DE LA CIUDAD,Bienes - Muebles y Enseres,2020-07-03T12:00:00-04:00,,MARCOS ANTONIO LOPEZ GARCIA,Escritorio para profesor,56101703-002,506000,113,57178000
371555-adquisicion-mobiliarios-escolares-distintas-instituciones-educativas-ciudad-1-1597650714.95494,Municipalidad de Ciudad del Este,LP-30151-20-190419,ADQUISICIÓN DE MOBILIARIOS ESCOLARES PARA DISTINTAS INSTITUCIONES EDUCATIVAS DE LA CIUDAD,Bienes - Muebles y Enseres,2020-07-03T12:00:00-04:00,,MARCOS ANTONIO LOPEZ GARCIA,Armario con puertas con estantes internos,56121704-003,745000,109,81205000
371555-adquisicion-mobiliarios-escolares-distintas-instituciones-educativas-ciudad-1-1597650714.95494,Municipalidad de Ciudad del Este,LP-30151-20-190419,ADQUISICIÓN DE MOBILIARIOS ESCOLARES PARA DISTINTAS INSTITUCIONES EDUCATIVAS DE LA CIUDAD,Bienes - Muebles y Enseres,2020-07-03T12:00:00-04:00,,MARCOS ANTONIO LOPEZ GARCIA,Mesa pupitre individual para alumnos,56121505-9999,115000,3980,457700000
371555-adquisicion-mobiliarios-escolares-distintas-instituciones-educativas-ciudad-1-1597650714.95494,Municipalidad de Ciudad del Este,LP-30151-20-190419,ADQUISICIÓN DE MOBILIARIOS ESCOLARES PARA DISTINTAS INSTITUCIONES EDUCATIVAS DE LA CIUDAD,Bienes - Muebles y Enseres,2020-07-03T12:00:00-04:00,,MARCOS ANTONIO LOPEZ GARCIA,Sillas para alumnos pre-escolar,56121502-9999,79500,805,63997500
371944-contratacion-provision-almuerzo-escolar-modalidad-catering-1-1597404166.44531,Municipalidad de Ciudad del Este,LP-30151-20-189844,"CONTRATACIÓN DE PROVISIÓN DE ALMUERZO ESCOLAR, MODALIDAD CATERING ","Servicios - Servicios de ceremonial, gastronomico y funerarios",2020-04-14T12:00:00-04:00,,MARIA DE FATIMA SARTORIO VANNI,"Servicio de provision de almuerzo escolar - Centro Educativo Municipal Nº 5437, Km. 7 Monday Barrio Ciudad Nueva",90101603-9997,1615723200,1,1615723200
371944-contratacion-provision-almuerzo-escolar-modalidad-catering-1-1597404166.44531,Municipalidad de Ciudad del Este,LP-30151-20-189844,"CONTRATACIÓN DE PROVISIÓN DE ALMUERZO ESCOLAR, MODALIDAD CATERING ","Servicios - Servicios de ceremonial, gastronomico y funerarios",2020-04-14T12:00:00-04:00,,MARIA DE FATIMA SARTORIO VANNI,"Servicio de provisión de almuerzo escolar - Esc. Básica Nº 5452 San Alfredo, San Alfredo ",90101603-9997,143165000,1,143165000
371944-contratacion-provision-almuerzo-escolar-modalidad-catering-1-1597404166.44531,Municipalidad de Ciudad del Este,LP-30151-20-189844,"CONTRATACIÓN DE PROVISIÓN DE ALMUERZO ESCOLAR, MODALIDAD CATERING ","Servicios - Servicios de ceremonial, gastronomico y funerarios",2020-04-14T12:00:00-04:00,,MARIA DE FATIMA SARTORIO VANNI,Servicio de provision de almuerzo escolar - Esc. Basica Nº 7815 Km 5 1/2,90101603-9997,31236000,1,31236000
371944-contratacion-provision-almuerzo-escolar-modalidad-catering-1-1597404166.44531,Municipalidad de Ciudad del Este,LP-30151-20-189844,"CONTRATACIÓN DE PROVISIÓN DE ALMUERZO ESCOLAR, MODALIDAD CATERING ","Servicios - Servicios de ceremonial, gastronomico y funerarios",2020-04-14T12:00:00-04:00,,MARIA DE FATIMA SARTORIO VANNI,"Servicio de provision de almuerzo escolar - Esc. Básica Nº 2987 Juan Pablo II, Km 8 1/2 Monday",90101603-9997,571358500,1,571358500
371944-contratacion-provision-almuerzo-escolar-modalidad-catering-1-1597404166.44531,Municipalidad de Ciudad del Este,LP-30151-20-189844,"CONTRATACIÓN DE PROVISIÓN DE ALMUERZO ESCOLAR, MODALIDAD CATERING ","Servicios - Servicios de ceremonial, gastronomico y funerarios",2020-04-14T12:00:00-04:00,,MARIA DE FATIMA SARTORIO VANNI,"Servicio de provision de almuerzo escolar - 	2983 ""Niños Mártires de Acosta Ñú, Ciudad Nueva",90101603-9997,425590500,1,425590500
371944-contratacion-provision-almuerzo-escolar-modalidad-catering-1-1597404166.44531,Municipalidad de Ciudad del Este,LP-30151-20-189844,"CONTRATACIÓN DE PROVISIÓN DE ALMUERZO ESCOLAR, MODALIDAD CATERING ","Servicios - Servicios de ceremonial, gastronomico y funerarios",2020-04-14T12:00:00-04:00,,MARIA DE FATIMA SARTORIO VANNI,Servicio de provision de almuerzo escolar - Escuela Básica No.5420 Inmaculada Concepción - Barrio San Rafael,90101603-9997,416480000,1,416480000
371944-contratacion-provision-almuerzo-escolar-modalidad-catering-1-1597404166.44531,Municipalidad de Ciudad del Este,LP-30151-20-189844,"CONTRATACIÓN DE PROVISIÓN DE ALMUERZO ESCOLAR, MODALIDAD CATERING ","Servicios - Servicios de ceremonial, gastronomico y funerarios",2020-04-14T12:00:00-04:00,,MARIA DE FATIMA SARTORIO VANNI,Servicio de provision de almuerzo escolar - Esc. Básica Nº 670 Gral. Bernardino Caballero Bº Obrero,90101603-9997,750965500,1,750965500
372641-servicio-encuadernacion-libro-banco-1-1591359388,Municipalidad de Ciudad del Este,CD-30151-20-189015,SERVICIO DE ENCUADERNACIÓN DE LIBRO BANCO,Servicios - Servicios Técnicos,2020-04-03T12:00:00-04:00,,Mirtha Paola Arevalos Cespedes,Servicio de encuadernacion,82121903-001,7440012,1,7440012
372641-servicio-encuadernacion-libro-banco-1-1591359388,Municipalidad de Ciudad del Este,CD-30151-20-189015,SERVICIO DE ENCUADERNACIÓN DE LIBRO BANCO,Servicios - Servicios Técnicos,2020-04-03T12:00:00-04:00,,Mirtha Paola Arevalos Cespedes,Servicio de encuadernacion,82121903-001,753333,1,753333
372641-servicio-encuadernacion-libro-banco-1-1591359388,Municipalidad de Ciudad del Este,CD-30151-20-189015,SERVICIO DE ENCUADERNACIÓN DE LIBRO BANCO,Servicios - Servicios Técnicos,2020-04-03T12:00:00-04:00,,Mirtha Paola Arevalos Cespedes,Servicio de encuadernacion,82121903-001,753333,1,753333
374697-contratacion-servicio-impresion-revistas-1-1591633444.33125,Municipalidad de Ciudad del Este,CD-30151-20-189064,Contratación de Servicio para Impresión de Revistas,Servicios - Publicidad y Propaganda,2020-04-03T12:00:00-04:00,,Mirtha Paola Arevalos Cespedes,Impresion de revista,82121505-005,152988000,1,152988000
374913-adquisicion-reloj-biometrico-institucion-municipal-1-1591354373.07662,Municipalidad de Ciudad del Este,CD-30151-20-189021,ADQUISICIÓN DE RELOJES BIOMÉTRICOS PARA LA INSTITUCIÓN MUNICIPAL,"Bienes - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",2020-05-20T12:00:00-04:00,,ROSANNA ILSE AYALA PATIÑO,Reloj marcador biometrico,44103201-001,1650000,30,49500000
375999-adquisicion-bolsas-basuras-1-1591116862.13849,Municipalidad de Ciudad del Este,CD-30151-20-188901,ADQUISICIÓN DE BOLSAS PARA BASURAS,Bienes - Elementos e insumos de limpieza,2020-05-28T12:00:00-04:00,,MAURA DIAMELA VILLALBA MOREL,Bolsa para basura de 200 litros,47121701-010,6630,11000,72930000
376319-impresiones-diversas-institucion-municipal-1-1591361911.13602,Municipalidad de Ciudad del Este,CD-30151-20-189017,IMPRESIONES DIVERSAS PARA LA INSTITUCIÓN MUNICIPAL,"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",2020-04-03T12:00:00-04:00,,Mirtha Paola Arevalos Cespedes,Impresión de talonarios varios,82121507-012,19000,300,5700000
376319-impresiones-diversas-institucion-municipal-1-1591361911.13602,Municipalidad de Ciudad del Este,CD-30151-20-189017,IMPRESIONES DIVERSAS PARA LA INSTITUCIÓN MUNICIPAL,"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",2020-04-03T12:00:00-04:00,,Mirtha Paola Arevalos Cespedes,"Impresión de caratulas, hojas o tapas (membretadas)",82121507-001,236,30000,7080000
376319-impresiones-diversas-institucion-municipal-1-1591361911.13602,Municipalidad de Ciudad del Este,CD-30151-20-189017,IMPRESIONES DIVERSAS PARA LA INSTITUCIÓN MUNICIPAL,"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",2020-04-03T12:00:00-04:00,,Mirtha Paola Arevalos Cespedes,Impresión de facturas o comprobantes,82121507-006,228,200000,45600000
382177-adquisicion-cestas-basicas-ser-distribuidas-familias-escasos-recurso-epidemia-covid-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187571,Adquisición de Cestas Básicas a ser Distribuidas a Familias de Escasos Recurso por Epidemia COVID-19,Bienes - Productos Alimenticios,2020-03-27T12:00:00-04:00,,TIA CHELA S.R.L.,Arroz,50221101-001,17820,25000,445500000
382177-adquisicion-cestas-basicas-ser-distribuidas-familias-escasos-recurso-epidemia-covid-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187571,Adquisición de Cestas Básicas a ser Distribuidas a Familias de Escasos Recurso por Epidemia COVID-19,Bienes - Productos Alimenticios,2020-03-27T12:00:00-04:00,,TIA CHELA S.R.L.,Harina de trigo ,50221102-004,15400,25000,385000000
382177-adquisicion-cestas-basicas-ser-distribuidas-familias-escasos-recurso-epidemia-covid-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187571,Adquisición de Cestas Básicas a ser Distribuidas a Familias de Escasos Recurso por Epidemia COVID-19,Bienes - Productos Alimenticios,2020-03-27T12:00:00-04:00,,TIA CHELA S.R.L.,Fideos,50192902-001,25960,25000,649000000
382177-adquisicion-cestas-basicas-ser-distribuidas-familias-escasos-recurso-epidemia-covid-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187571,Adquisición de Cestas Básicas a ser Distribuidas a Familias de Escasos Recurso por Epidemia COVID-19,Bienes - Productos Alimenticios,2020-03-27T12:00:00-04:00,,TIA CHELA S.R.L.,Yerba mate ,50171549-001,14190,25000,354750000
382177-adquisicion-cestas-basicas-ser-distribuidas-familias-escasos-recurso-epidemia-covid-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187571,Adquisición de Cestas Básicas a ser Distribuidas a Familias de Escasos Recurso por Epidemia COVID-19,Bienes - Productos Alimenticios,2020-03-27T12:00:00-04:00,,TIA CHELA S.R.L.,Sal fina ,50171551-001,2420,25000,60500000
382177-adquisicion-cestas-basicas-ser-distribuidas-familias-escasos-recurso-epidemia-covid-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187571,Adquisición de Cestas Básicas a ser Distribuidas a Familias de Escasos Recurso por Epidemia COVID-19,Bienes - Productos Alimenticios,2020-03-27T12:00:00-04:00,,TIA CHELA S.R.L.,Aceite de soja ,12181602-002,8976,25000,224400000
382177-adquisicion-cestas-basicas-ser-distribuidas-familias-escasos-recurso-epidemia-covid-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187571,Adquisición de Cestas Básicas a ser Distribuidas a Familias de Escasos Recurso por Epidemia COVID-19,Bienes - Productos Alimenticios,2020-03-27T12:00:00-04:00,,TIA CHELA S.R.L.,Azucar blanca,50161509-002,33220,25000,830500000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Clorhexidina Solucion ,51102707-005,58000,100,5800000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Alcohol Rectificado - Solucion,51102710-002,13500,100,1350000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Tapa Boca,42131606-9999,95000,200,19000000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Bota cubre calzado,42131609-001,43000,200,8600000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Alcohol gel,12352104-005,13000,800,10400000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Contenedor para desechos patologico de laboratorio,42142531-002,10500,500,5250000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Guante de procedimiento,42132203-001,33500,500,16750000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Tapa Boca,42131606-9999,28000,2000,56000000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Guante de procedimiento,42132203-001,33500,500,16750000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Bata quirurgica,42131702-001,38000,2000,76000000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Guante de procedimiento,42132203-001,33500,500,16750000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Gorros desechables,42151626-018,33000,300,9900000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Lentes de Protección Ocular para cirugia ,42294203-001,28000,2000,56000000
382198-adquisicion-insumos-medicos-combate-coronavirus-covid-19-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-187668,Adquisición de Insumos Médicos para el Combate al Coronavirus (COVID-19),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",2020-04-27T12:00:00-04:00,,GAESA SA,Clorhexidina Jabon Liquido,51102707-999,58000,100,5800000
382239-adquisicion-insumos-fabricacion-panificados-ser-distribuidos-familias-escasos-recurs-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-188821,Adquisicion de Insumos para fabricacion de panificados a ser distribuidos a familias de escasos recursos por epidemia Covid-19,Bienes - Productos Alimenticios,2020-04-08T12:00:00-04:00,,Buena Ventura Morinigo,Harina de trigo ,50221102-004,3915,50000,195750000
382239-adquisicion-insumos-fabricacion-panificados-ser-distribuidos-familias-escasos-recurs-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-188821,Adquisicion de Insumos para fabricacion de panificados a ser distribuidos a familias de escasos recursos por epidemia Covid-19,Bienes - Productos Alimenticios,2020-04-08T12:00:00-04:00,,Buena Ventura Morinigo,Azucar blanca,50161509-002,6750,1400,9450000
382239-adquisicion-insumos-fabricacion-panificados-ser-distribuidos-familias-escasos-recurs-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-188821,Adquisicion de Insumos para fabricacion de panificados a ser distribuidos a familias de escasos recursos por epidemia Covid-19,Bienes - Productos Alimenticios,2020-04-08T12:00:00-04:00,,Buena Ventura Morinigo,Aceite vegetal comestibles de soja,50151513-002,7627,500,3813500
382239-adquisicion-insumos-fabricacion-panificados-ser-distribuidos-familias-escasos-recurs-1-1595577459.66936,Municipalidad de Ciudad del Este,CE-30151-20-188821,Adquisicion de Insumos para fabricacion de panificados a ser distribuidos a familias de escasos recursos por epidemia Covid-19,Bienes - Productos Alimenticios,2020-04-08T12:00:00-04:00,,Buena Ventura Morinigo,Grasa vegetal,50151514-001,13000,5000,65000000
